Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,RepNumber,Deductible,DriverRating,Days_Policy_Accident,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,ClaimSize,Accident_date,claim_date,year_claim,Accident_datetime,claim_datetime,days_btw_claim
6,4,3,1,1,3,6,4,1,1,-0.7288371586902919,1,3,1,6,0,11,-0.1756301196323356,1.0,4,3,6,5,0,0,0,1,0.16723525411064472,1,1.4278105097684561,24,24,-0.046505565716158846,-0.13829057924863147,0.0516110478262573,-0.49489628685439924
5,3,3,3,1,4,5,3,0,1,-1.0232336796845996,1,3,1,3,0,1,-0.1756301196323356,3.0,4,4,6,5,0,2,0,1,0.16723525411064472,1,-0.4219084193553222,17,18,-0.046505565716158846,-0.018264442709158665,0.15985591010128825,-0.4868392420734017
5,1,2,6,1,5,5,1,0,2,2.803921093241401,1,4,2,2,0,1,6.733750489149868,3.0,4,0,8,9,0,0,0,1,0.16723525411064472,3,-0.65437028530418,2,5,-0.046505565716158846,0.029114295398527973,0.19788788873846128,-0.4707251525114065
3,5,3,4,1,1,4,1,0,2,0.9639428370269776,1,8,3,6,0,7,-0.1756301196323356,1.0,4,1,8,7,0,0,4,2,0.16723525411064472,3,1.7465683005391037,31,1,-0.046505565716158846,0.13018893669492612,0.29735614055876,-0.4868392420734017
9,2,2,2,1,1,9,3,0,1,-0.14004411670167638,2,5,2,2,0,9,-0.1756301196323356,2.0,4,0,7,6,0,1,0,1,0.16723525411064472,2,-0.7283993346597002,9,15,-0.046505565716158846,-0.3815014348680895,-0.19120850808800127,-0.4465540181684138
10,3,6,3,1,2,10,3,1,2,0.4487489252869391,1,5,2,3,1,4,-0.1756301196323356,3.0,4,4,8,7,0,2,0,1,0.16723525411064472,2,-0.4498646362816427,20,16,1.0798650856845913,-0.5110033190290997,-1.3526466249309008,2.421753923866725
5,1,5,12,1,5,6,4,0,1,-0.8760354191874457,1,5,2,6,0,12,-0.1756301196323356,4.0,4,3,6,5,0,3,0,1,0.16723525411064472,2,1.1075340394152577,5,26,-0.046505565716158846,0.019638547776990645,0.04575997418976914,-0.0759299582425251
10,3,6,6,1,3,10,3,0,1,-1.2440310704303303,2,5,2,2,0,12,-0.1756301196323356,3.0,4,1,4,4,0,0,0,1,0.16723525411064472,2,-0.7223944419353974,20,17,1.0798650856845913,-0.5110033190290997,-1.3555721617491447,2.4298109686477227
10,3,6,1,1,5,10,4,1,1,-0.581638898193138,2,3,1,2,0,6,-0.1756301196323356,1.0,4,1,5,5,0,3,0,1,0.16723525411064472,1,-0.7352940591296042,20,26,-0.046505565716158846,-0.5110033190290997,-0.3111555176360085,-0.4465540181684138
11,2,6,6,1,1,11,3,0,2,-0.5080397679445611,1,5,2,2,0,14,-0.1756301196323356,1.0,4,0,7,5,0,0,0,1,0.16723525411064472,2,-0.7562123051722976,13,15,-0.046505565716158846,-0.5868093000013983,-0.3696662540008901,-0.47878219729240407
10,2,1,3,1,1,10,3,0,2,1.1111410975241316,1,3,1,3,0,16,-0.1756301196323356,2.0,4,4,8,7,0,0,0,1,0.16723525411064472,1,1.029430507141844,8,15,-0.046505565716158846,-0.47310032854295037,-0.27897461263532364,-0.43849697338741617
6,4,7,2,1,2,7,2,0,2,0.2279515345412083,1,4,2,3,0,11,-0.1756301196323356,3.0,4,3,7,6,0,0,0,1,0.16723525411064472,3,-0.19740622730829702,28,9,-0.046505565716158846,-0.15092490941068124,0.007727995552596113,-0.4062687942634259
6,2,1,1,1,5,6,3,0,2,0.6695463160326699,1,3,1,2,0,9,-0.1756301196323356,3.0,4,3,8,7,0,3,0,1,0.16723525411064472,1,-0.754031702216264,8,19,-0.046505565716158846,-0.0877532586004324,0.0662387319174777,-0.4062687942634259
5,3,7,2,1,4,7,4,0,2,-0.3608415074474072,2,3,1,2,0,5,-0.1756301196323356,2.0,4,4,6,5,0,0,0,1,0.16723525411064472,1,0.011359424804295751,21,25,-0.046505565716158846,-0.030898772871208433,-0.03908059353930916,0.02881162391044343
11,2,6,1,1,1,11,2,0,1,-0.581638898193138,1,5,2,2,0,7,-0.1756301196323356,1.0,4,0,6,5,0,0,0,1,0.16723525411064472,2,-0.49747418723003883,13,8,1.0798650856845913,-0.5868093000013983,-1.4199339717505146,2.4136968790857276
11,1,4,6,1,3,11,2,0,2,0.2279515345412083,2,4,2,1,0,9,-0.1756301196323356,3.0,4,0,7,6,0,1,4,2,0.16723525411064472,3,-0.82235940037569,4,10,-0.046505565716158846,-0.5583820571367863,-0.3550385699096697,-0.4465540181684138
3,1,5,12,1,2,3,2,0,2,0.007154143795477499,1,3,1,5,0,5,-0.1756301196323356,2.0,4,4,8,6,0,3,0,1,0.16723525411064472,1,1.4789096525006638,5,9,-0.046505565716158846,0.21231208274824964,0.36464348737837377,-0.46266810773040895
2,3,3,8,1,4,3,1,0,2,0.3015506647897852,1,5,2,6,0,12,-0.1756301196323356,2.0,4,3,7,6,0,1,0,1,0.16723525411064472,2,1.331140640856088,17,4,-0.046505565716158846,0.2628494033964487,0.37927117146959416,-0.37404061513943554
10,4,6,2,1,1,10,4,0,2,1.0375419672755546,1,5,2,2,0,15,-0.1756301196323356,3.0,4,0,8,7,0,1,0,1,0.16723525411064472,2,-0.704367784105394,27,22,1.0798650856845913,-0.5331133968126868,-1.3701998458403652,2.4136968790857276
9,4,2,2,1,6,10,1,0,2,-1.0232336796845996,1,5,2,2,0,14,-0.1756301196323356,1.0,4,4,6,5,0,0,0,1,0.16723525411064472,2,-0.4224435113769052,23,6,-0.046505565716158846,-0.42572159043526375,-0.25264478127112694,-0.3901547047014307
8,3,6,1,1,1,8,4,0,2,0.4487489252869391,1,3,1,2,0,6,6.733750489149868,4.0,4,4,8,7,0,0,0,1,0.16723525411064472,1,0.8592073717941653,20,22,-0.046505565716158846,-0.3183297840578407,-0.12099562445014338,-0.47878219729240407
8,3,6,3,1,4,10,3,1,1,0.3015506647897852,1,3,1,4,0,14,-0.1756301196323356,4.0,4,3,7,6,1,3,0,1,0.16723525411064472,1,0.9030868676958903,20,18,-0.046505565716158846,-0.3183297840578407,-0.2877512230900559,-0.019530644775542047
7,2,5,12,1,2,7,2,0,2,1.4055376185184392,2,3,1,6,0,14,-0.1756301196323356,3.0,4,4,8,8,0,3,0,1,0.16723525411064472,1,1.7064102015780722,12,9,1.0798650856845913,-0.19514506497785544,-1.0630184799247369,2.4298109686477227
6,1,7,3,1,2,6,2,1,1,-0.7288371586902919,1,3,1,2,0,13,-0.1756301196323356,1.0,4,3,4,5,0,0,0,3,0.16723525411064472,1,-0.5477793511597263,7,9,-0.046505565716158846,-0.08459467605991995,0.09549410009991849,-0.47878219729240407
10,3,7,5,1,2,10,3,1,2,-0.7288371586902919,2,5,2,6,0,6,-0.1756301196323356,2.0,4,3,5,5,0,1,0,1,0.16723525411064472,2,1.3446380838978818,21,16,1.0798650856845913,-0.5141619015696122,-1.3526466249309008,2.4136968790857276
4,4,5,9,1,3,4,4,0,2,1.773533269761324,1,4,2,2,0,5,-0.1756301196323356,2.0,4,0,8,8,0,3,0,1,0.16723525411064472,3,-0.7389817555866016,26,24,1.0798650856845913,0.04806579064160263,-0.8406776817381869,2.4378680134287203
4,4,6,1,1,1,4,4,0,2,1.3319384882698624,1,3,1,2,0,4,-0.1756301196323356,4.0,4,0,8,8,0,1,0,1,0.16723525411064472,1,-0.7269999545247133,27,22,1.0798650856845913,0.04490720810109018,-0.8348266081016987,2.4136968790857276
7,1,6,2,1,4,7,1,0,1,-0.5080397679445611,1,3,1,3,0,4,-0.1756301196323356,1.0,4,0,6,5,0,0,0,1,0.16723525411064472,1,-0.4905143812586836,6,4,1.0798650856845913,-0.17619356973478079,-1.0483907958335166,2.4378680134287203
7,1,1,1,1,1,7,1,0,2,-0.8024362889388688,1,3,1,2,0,11,-0.1756301196323356,2.0,4,4,6,5,0,0,0,1,0.16723525411064472,1,-0.2762006631937637,1,1,-0.046505565716158846,-0.16040065703221856,0.031132290098548746,-0.49489628685439924
3,1,3,1,1,4,3,1,0,1,-0.4344406376959841,2,3,1,2,0,16,-0.1756301196323356,1.0,4,4,6,5,0,3,0,1,0.16723525411064472,1,0.740818472228891,3,4,-0.046505565716158846,0.2186292478292745,0.37927117146959416,-0.4868392420734017
4,3,4,6,1,4,4,3,0,2,0.6695463160326699,1,3,1,3,0,4,-0.1756301196323356,1.0,4,1,8,7,0,2,0,1,0.16723525411064472,1,1.0192578608404128,18,18,-0.046505565716158846,0.07333445096570217,0.2476220146486106,-0.49489628685439924
2,2,4,1,1,5,2,2,0,2,1.5527358790155932,1,4,2,6,0,8,-0.1756301196323356,4.0,4,1,8,8,0,0,0,1,0.16723525411064472,3,2.1867175504282708,11,12,-0.046505565716158846,0.28180089863952335,0.43778190783447574,-0.4868392420734017
2,2,4,2,1,3,3,1,0,2,-0.5080397679445611,1,5,2,2,0,13,-0.1756301196323356,1.0,2,0,6,5,0,0,0,1,0.16723525411064472,2,-0.5191804409853561,11,3,-0.046505565716158846,0.28180089863952335,0.38219670828783825,-0.33375539123444764
11,3,6,1,1,2,3,1,0,2,-0.8024362889388688,1,4,2,6,0,14,-0.1756301196323356,3.0,4,0,8,5,0,0,0,1,0.16723525411064472,3,1.7760849476498628,20,2,1.0798650856845913,-0.6089193777849854,-0.6856242303712506,0.3349793255883515
10,4,5,6,1,1,10,4,1,1,0.3015506647897852,2,3,1,2,0,11,-0.1756301196323356,1.0,4,3,7,6,0,0,0,1,0.16723525411064472,1,-0.6290041125137542,26,22,1.0798650856845913,-0.5299548142721743,-1.3701998458403652,2.421753923866725
1,4,5,4,1,2,1,4,0,2,-0.2872423771988302,2,3,1,4,0,4,-0.1756301196323356,4.0,4,1,7,6,0,1,0,1,0.16723525411064472,1,0.09517563940288742,26,23,1.0798650856845913,0.33233821928772245,-0.5715282944597315,2.421753923866725
2,1,7,6,1,3,3,2,0,2,0.595947185784093,1,3,1,2,0,10,-0.1756301196323356,4.0,4,4,8,7,0,1,0,1,0.16723525411064472,1,0.043768989241251846,7,10,-0.046505565716158846,0.29443522880157313,0.3617179505601297,-0.24512789864347428
2,1,6,6,1,3,3,1,1,1,-0.06644498645309943,2,5,2,2,0,6,-0.1756301196323356,3.0,4,0,5,6,0,0,0,1,0.16723525411064472,2,-0.5878542624108828,6,3,-0.046505565716158846,0.29759381134208557,0.38219670828783825,-0.29347016732945974
2,2,4,1,1,2,4,1,0,1,-0.7288371586902919,1,2,1,6,0,13,-0.1756301196323356,3.0,4,0,6,5,0,0,0,1,0.16723525411064472,2,1.501649479143612,11,2,-0.046505565716158846,0.28180089863952335,0.2944306037405159,-0.09204404780452026
2,3,1,2,1,5,3,1,0,2,0.3015506647897852,1,4,2,3,0,11,-0.1756301196323356,4.0,4,3,7,6,0,1,0,1,0.16723525411064472,3,0.5476140919782602,15,5,-0.046505565716158846,0.2691665684774736,0.37634563465135007,-0.3498694807964428
2,2,7,5,1,3,2,3,0,2,-0.06644498645309943,1,5,2,4,0,15,-0.1756301196323356,3.0,4,0,7,6,0,0,0,1,0.16723525411064472,2,-0.6665480664342679,14,17,-0.046505565716158846,0.27232515101798604,0.42315422374325534,-0.4707251525114065
3,1,2,6,1,1,3,4,0,2,-0.7288371586902919,1,5,2,3,0,9,-0.1756301196323356,1.0,4,3,5,5,0,0,0,1,0.16723525411064472,2,1.7912215404475866,2,22,-0.046505565716158846,0.22178783036978697,0.32661150874120076,-0.33375539123444764
3,1,6,2,1,2,3,2,0,2,2.58312370249567,1,4,2,1,0,10,-0.1756301196323356,3.0,4,1,8,9,0,0,0,1,0.16723525411064472,3,-0.5598568305703285,6,9,-0.046505565716158846,0.20915350020773718,0.36464348737837377,-0.4707251525114065
3,3,6,5,1,5,4,1,0,1,-1.1704319401817533,2,5,2,3,0,11,-0.1756301196323356,4.0,4,1,5,4,0,0,0,1,0.16723525411064472,2,0.115613936790822,20,5,-0.046505565716158846,0.164933344640563,0.2856539932857836,-0.365983570358438
3,3,5,1,1,1,3,4,0,2,0.15435240429263136,2,5,2,1,0,14,6.733750489149868,2.0,4,0,7,6,0,0,0,1,0.16723525411064472,2,-0.5730494848119284,19,22,-0.046505565716158846,0.16809192718107543,0.32661150874120076,-0.4707251525114065
3,4,1,3,1,2,3,4,0,2,-0.2872423771988302,1,5,2,3,0,4,-0.1756301196323356,3.0,4,0,7,6,0,3,0,1,0.16723525411064472,2,-0.7516402306847801,22,23,-0.046505565716158846,0.1586161795595381,0.3236859719229567,-0.4868392420734017
3,4,5,1,1,2,4,1,0,1,-2.9368110661476,1,4,2,6,0,11,-0.1756301196323356,4.0,4,0,8,1,0,0,4,2,0.16723525411064472,3,2.1223664492530268,26,2,-0.046505565716158846,0.14598184939748834,0.2944306037405159,-0.43849697338741617
4,1,1,2,1,1,4,1,0,2,-0.06644498645309943,1,3,1,2,0,6,-0.1756301196323356,1.0,4,3,7,6,0,3,0,1,0.16723525411064472,1,-0.6014452697656965,1,1,-0.046505565716158846,0.1270303541544137,0.29735614055876,-0.49489628685439924
4,2,7,3,1,2,4,2,0,2,0.007154143795477499,1,3,1,2,0,12,-0.1756301196323356,3.0,4,1,7,6,0,0,0,1,0.16723525411064472,1,-0.5960211011400782,14,9,1.0798650856845913,0.08596878112775194,-0.7967946294645257,2.4136968790857276
4,3,4,2,1,4,4,5,0,2,-0.2136432469502533,1,4,2,2,0,7,-0.1756301196323356,2.0,4,3,8,6,0,3,0,1,0.16723525411064472,3,-0.7068637600908102,18,30,-0.046505565716158846,0.07333445096570217,0.21251557282968167,-0.39821174948242827
4,3,1,1,1,2,4,3,0,1,-2.9368110661476,1,3,1,6,0,16,-0.1756301196323356,3.0,4,1,8,1,0,0,0,1,0.16723525411064472,1,1.5540316647847587,15,16,-0.046505565716158846,0.0828101985872395,0.2534730882850988,-0.4868392420734017
9,2,1,6,1,2,9,2,0,1,-0.5080397679445611,1,4,2,1,0,7,-0.1756301196323356,3.0,4,0,5,5,0,0,0,1,0.16723525411064472,3,-0.6166523921771032,8,9,-0.046505565716158846,-0.3783428523275771,-0.1736552871785368,-0.4868392420734017
12,4,5,2,1,3,12,5,1,4,0.8167445765298238,1,4,2,1,0,5,-0.1756301196323356,4.0,4,1,7,7,0,3,0,1,0.16723525411064472,3,-0.5479049483680715,26,31,-0.046505565716158846,-0.7226283492434333,-0.5042409476401177,-0.45461106294941134
2,3,3,6,1,1,2,3,0,2,-0.7288371586902919,1,3,1,3,0,11,-0.1756301196323356,3.0,4,4,7,5,0,1,0,1,0.16723525411064472,1,-0.19671141721656837,17,15,1.0798650856845913,0.2628494033964487,-0.6388156412793454,2.4298109686477227
2,3,5,3,1,4,2,4,0,1,-0.5080397679445611,1,5,2,2,0,8,-0.1756301196323356,1.0,4,3,7,5,0,1,0,1,0.16723525411064472,2,-0.5505700161040873,19,25,-0.046505565716158846,0.2565322383154238,0.39974992919730273,-0.4465540181684138
2,4,7,2,1,3,3,3,0,2,1.1111410975241316,2,4,2,3,0,3,-0.1756301196323356,3.0,4,3,8,7,0,0,0,3,0.16723525411064472,3,-0.32145811828354914,28,17,-0.046505565716158846,0.22810499545081184,0.34123919283242116,-0.35792652557744037
3,1,4,6,1,2,3,5,0,1,-0.4344406376959841,1,5,2,2,0,6,-0.1756301196323356,1.0,4,3,6,5,0,2,0,1,0.16723525411064472,2,-0.7013004443301971,4,30,-0.046505565716158846,0.21547066528876208,0.3032072141952481,-0.2854131225484622
3,1,6,5,1,3,3,2,0,2,1.4055376185184392,1,3,1,2,0,5,-0.1756301196323356,2.0,4,3,8,8,0,0,0,1,0.16723525411064472,1,-0.5235022243157701,6,10,-0.046505565716158846,0.20915350020773718,0.3617179505601297,-0.46266810773040895
3,1,1,2,2,4,3,2,0,2,-0.14004411670167638,1,5,2,3,0,11,-0.1756301196323356,1.0,4,1,7,6,0,3,0,1,0.16723525411064472,2,1.004333261557454,1,11,-0.046505565716158846,0.2249464129102994,0.35879241374188564,-0.41432583904442344
3,2,3,1,1,4,3,2,0,2,0.3015506647897852,1,3,1,6,0,4,-0.1756301196323356,3.0,4,1,7,6,0,2,0,1,0.16723525411064472,1,1.0122127422375538,10,11,-0.046505565716158846,0.19651917004568742,0.35879241374188564,-0.4868392420734017
6,3,1,2,1,3,6,4,0,2,0.37514979503836215,1,5,2,2,0,7,-0.1756301196323356,3.0,4,4,7,6,0,3,0,1,0.16723525411064472,2,-0.4201273071337709,15,24,-0.046505565716158846,-0.10986333638401949,0.0516110478262573,-0.42238288382542105
6,4,6,2,1,1,7,2,0,1,-1.612026721673215,2,5,2,2,0,1,-0.1756301196323356,4.0,4,0,3,3,0,1,0,1,0.16723525411064472,2,-0.52772523015649,27,8,-0.046505565716158846,-0.1477663268701688,0.010653532370840192,-0.4062687942634259
6,5,3,1,1,4,7,1,1,1,-0.14004411670167638,2,3,1,2,0,7,-0.1756301196323356,3.0,4,3,7,6,0,0,4,2,0.16723525411064472,1,-0.5050906649477365,30,4,-0.046505565716158846,-0.15724207449170613,0.022355679643816507,-0.46266810773040895
6,5,4,6,1,6,7,1,0,1,-1.0968328099331766,2,4,2,1,0,8,-0.1756301196323356,2.0,4,3,5,4,0,2,0,1,0.16723525411064472,3,-0.7643485262587798,30,6,-0.046505565716158846,-0.15724207449170613,0.01650460600732835,-0.4465540181684138
7,1,2,6,1,2,7,1,0,2,-0.6552380284417149,1,3,1,6,0,1,-0.1756301196323356,2.0,4,3,7,5,0,3,0,1,0.16723525411064472,1,2.354802432806127,2,2,-0.046505565716158846,-0.16355923957273102,0.028206753280304666,-0.49489628685439924
7,1,3,6,1,4,7,1,0,2,-1.0232336796845996,1,4,2,1,0,7,-0.1756301196323356,1.0,4,1,5,5,0,0,0,1,0.16723525411064472,3,-0.7432117570325617,3,4,-0.046505565716158846,-0.16671782211324346,0.022355679643816507,-0.4868392420734017
11,1,4,3,1,2,11,2,1,2,-0.3608415074474072,1,5,2,2,0,3,-0.1756301196323356,2.0,4,0,6,5,0,1,0,1,0.16723525411064472,2,-0.6039622635529014,4,9,-0.046505565716158846,-0.5583820571367863,-0.3521130330914256,-0.45461106294941134
11,1,5,2,1,2,11,2,0,2,0.8167445765298238,1,4,2,2,0,5,-0.1756301196323356,3.0,4,0,8,7,0,3,0,1,0.16723525411064472,3,-0.7583577433100757,5,9,-0.046505565716158846,-0.5615406396772987,-0.3521130330914256,-0.46266810773040895
10,3,5,1,1,1,10,4,0,1,-1.0232336796845996,1,5,2,2,0,10,-0.1756301196323356,2.0,4,3,6,5,0,3,0,1,0.16723525411064472,2,-0.7917227474023674,19,22,-0.046505565716158846,-0.5078447364885872,-0.2994533703630322,-0.4707251525114065
10,3,1,6,1,3,10,4,0,1,-0.3608415074474072,1,5,2,3,1,13,6.733750489149868,4.0,4,3,7,5,0,1,0,1,0.16723525411064472,2,-0.39150318302440523,15,24,-0.046505565716158846,-0.49521040632653746,-0.3053044439995204,-0.42238288382542105
7,1,1,1,1,6,7,3,0,2,0.7431454462812468,1,3,1,3,0,11,-0.1756301196323356,2.0,4,3,8,7,0,3,0,1,0.16723525411064472,1,1.9310694437063243,1,20,-0.046505565716158846,-0.16040065703221856,-0.02445290944808876,-0.34181243601544525
6,5,5,1,1,1,7,1,0,2,0.8903437067784007,2,3,1,6,0,13,-0.1756301196323356,1.0,4,4,8,7,0,3,0,1,0.16723525411064472,1,2.826502439990949,30,1,-0.046505565716158846,-0.15724207449170613,0.031132290098548746,-0.4868392420734017
6,4,6,1,1,6,7,1,0,1,-1.3912293309274841,2,2,1,6,0,8,-0.1756301196323356,2.0,4,3,6,4,0,1,0,1,0.16723525411064472,2,2.5866142652990014,27,6,-0.046505565716158846,-0.1477663268701688,0.01650460600732835,-0.42238288382542105
6,4,4,6,1,2,6,4,0,2,0.7431454462812468,2,4,2,1,0,12,-0.1756301196323356,4.0,4,0,8,7,0,0,0,1,0.16723525411064472,3,-0.7987178778621826,25,23,1.0798650856845913,-0.1414491617891439,-1.0162098908328316,2.4378680134287203
6,4,4,1,1,5,6,4,0,1,-0.9496345494360227,1,3,1,2,0,1,-0.1756301196323356,4.0,4,4,6,5,0,2,0,1,0.16723525411064472,1,-0.20216754857706673,25,26,-0.046505565716158846,-0.1414491617891439,0.04575997418976914,-0.4868392420734017
10,3,2,6,1,5,10,4,0,2,1.773533269761324,1,4,2,2,1,6,-0.1756301196323356,1.0,4,1,8,8,0,0,0,1,0.16723525411064472,3,-0.5063472343363294,16,26,-0.046505565716158846,-0.4983689888670499,-0.3111555176360085,-0.41432583904442344
3,5,4,6,1,5,3,5,0,2,-0.5080397679445611,1,5,2,2,0,13,-0.1756301196323356,1.0,4,1,6,5,0,0,0,1,0.16723525411064472,2,-0.5754012053462054,31,31,-0.046505565716158846,0.13018893669492612,0.300281677377004,-0.49489628685439924
10,3,2,5,1,3,10,3,0,2,0.37514979503836215,2,4,2,6,0,6,-0.1756301196323356,2.0,4,0,7,6,0,0,0,1,0.16723525411064472,3,1.0063220013278094,16,17,-0.046505565716158846,-0.4983689888670499,-0.2848256862718118,-0.4868392420734017
3,3,6,1,1,4,3,4,0,1,-0.7288371586902919,2,3,1,2,0,3,-0.1756301196323356,1.0,4,0,6,5,0,2,0,1,0.16723525411064472,1,-0.7828155499935819,20,25,-0.046505565716158846,0.164933344640563,0.3178348982864685,-0.45461106294941134
3,3,2,3,1,3,3,3,0,2,-0.06644498645309943,1,8,3,6,0,10,-0.1756301196323356,4.0,4,3,7,6,0,0,0,1,0.16723525411064472,3,2.0319198919455523,16,17,-0.046505565716158846,0.17756767480261276,0.34123919283242116,-0.4868392420734017
3,2,1,3,1,1,3,3,0,2,0.9639428370269776,1,4,2,6,0,7,-0.1756301196323356,3.0,4,0,8,7,0,1,4,2,0.16723525411064472,3,2.7883250290892607,8,15,-0.046505565716158846,0.2028363351267123,0.3470902664689093,-0.43849697338741617
3,2,6,6,1,1,3,2,1,2,0.3015506647897852,1,5,2,2,0,14,-0.1756301196323356,3.0,4,1,7,6,0,3,0,1,0.16723525411064472,2,-0.5320795361882401,13,8,1.0798650856845913,0.1870434224241501,-0.7031774512807152,2.4136968790857276
3,2,5,2,1,1,3,2,0,2,1.2583393580212854,1,5,2,2,0,13,-0.1756301196323356,3.0,4,0,8,8,0,0,0,1,0.16723525411064472,2,-0.4895243603950387,12,8,1.0798650856845913,0.19020200496466252,-0.7031774512807152,2.421753923866725
3,1,7,6,1,1,3,1,1,2,1.4055376185184392,2,4,2,1,0,12,-0.1756301196323356,2.0,4,1,8,8,0,3,0,1,0.16723525411064472,3,-0.6078223277844619,7,1,1.0798650856845913,0.20599491766722475,-0.6826986935530066,2.40563983430473
3,1,5,4,1,5,3,1,0,1,0.3015506647897852,1,5,2,4,0,10,-0.1756301196323356,2.0,4,4,6,6,0,3,0,1,0.16723525411064472,2,2.7371150989190665,5,5,-0.046505565716158846,0.21231208274824964,0.37634563465135007,-0.49489628685439924
3,1,4,6,1,4,3,1,0,1,-0.4344406376959841,1,5,2,2,0,7,-0.1756301196323356,2.0,4,3,6,5,0,3,0,1,0.16723525411064472,2,-0.6945552960648016,4,4,-0.046505565716158846,0.21547066528876208,0.37927117146959416,-0.49489628685439924
2,3,4,2,1,5,2,3,0,1,-0.6552380284417149,1,5,2,2,0,5,-0.1756301196323356,3.0,4,0,5,5,0,3,0,1,0.16723525411064472,2,-0.5941845614878712,18,19,-0.046505565716158846,0.25969082085593626,0.4173031501067672,-0.4868392420734017
12,4,5,1,1,2,5,2,0,2,0.08075327404405443,1,4,2,6,0,9,-0.1756301196323356,4.0,4,0,8,6,0,0,0,1,0.16723525411064472,3,1.8805992102842044,26,9,1.0798650856845913,-0.7226283492434333,-0.8845607340118481,0.592804758580274
10,1,2,2,2,2,10,1,1,4,0.522348055535516,1,5,2,3,0,13,-0.1756301196323356,2.0,4,1,7,7,0,1,0,3,0.16723525411064472,2,2.2498194281546504,2,2,-0.046505565716158846,-0.4541488332998757,-0.24094263399815063,-0.49489628685439924
10,1,2,1,1,2,10,1,0,2,1.1111410975241316,1,3,1,2,0,14,-0.1756301196323356,3.0,4,0,8,7,0,3,0,1,0.16723525411064472,1,-0.6223798303017426,2,2,-0.046505565716158846,-0.4541488332998757,-0.24094263399815063,-0.49489628685439924
10,1,7,1,1,1,10,1,0,2,-0.06644498645309943,2,5,2,2,0,15,-0.1756301196323356,2.0,4,3,8,6,0,0,0,1,0.16723525411064472,2,-0.6742400197868585,7,1,1.0798650856845913,-0.46994174600243793,-1.3087635726572395,2.40563983430473
9,2,7,3,1,2,9,2,1,1,-0.7288371586902919,1,3,1,3,0,9,2.1274967499617325,4.0,4,3,7,5,0,2,3,1,0.16723525411064472,1,0.10079561403093282,14,9,1.0798650856845913,-0.39729434757065174,-1.2444017626558699,2.4136968790857276
7,2,1,3,1,2,7,2,0,2,0.8167445765298238,1,3,1,3,0,8,-0.1756301196323356,1.0,4,3,8,7,0,0,0,1,0.16723525411064472,1,2.1443824566472154,8,9,-0.046505565716158846,-0.18251073481580568,0.007727995552596113,-0.4868392420734017
5,2,1,2,1,2,5,3,0,1,-0.581638898193138,1,5,2,2,0,15,-0.1756301196323356,4.0,4,0,7,5,0,3,0,1,0.16723525411064472,2,-0.8184672988240969,8,16,-0.046505565716158846,0.010162800155453318,0.1657069837377764,-0.4304399286064186
4,3,1,6,1,2,4,3,0,1,-0.581638898193138,1,3,1,2,0,11,-0.1756301196323356,4.0,4,3,7,5,0,3,4,2,0.16723525411064472,1,-0.6078222302217848,15,16,-0.046505565716158846,0.0828101985872395,0.2534730882850988,-0.4868392420734017
4,2,3,3,1,3,4,2,1,2,-1.0232336796845996,1,3,1,2,0,4,-0.1756301196323356,3.0,4,0,6,5,0,0,0,1,0.16723525411064472,1,-0.6776459233490552,10,10,-0.046505565716158846,0.0986031112898017,0.2710263091945632,-0.49489628685439924
4,2,7,1,1,1,4,2,0,2,-0.7288371586902919,2,3,1,2,0,9,-0.1756301196323356,4.0,4,4,7,5,0,3,0,1,0.16723525411064472,1,0.019268590652139015,14,8,1.0798650856845913,0.08596878112775194,-0.7938690926462816,2.40563983430473
4,1,6,3,1,3,5,1,0,2,0.6695463160326699,1,5,2,2,0,16,-0.1756301196323356,3.0,4,0,8,7,0,3,0,1,0.16723525411064472,2,-0.8296686167074542,6,3,-0.046505565716158846,0.11123744145185148,0.20373896237494943,-0.27735607776746457
4,1,6,6,1,3,4,1,0,2,-0.3608415074474072,1,3,1,2,0,5,-0.1756301196323356,2.0,4,3,6,5,0,1,0,1,0.16723525411064472,1,-0.6732428403641236,6,3,1.0798650856845913,0.11123744145185148,-0.7792414085550612,2.4298109686477227
4,1,7,1,1,3,4,1,0,1,-1.0968328099331766,1,4,2,1,0,4,-0.1756301196323356,3.0,4,0,4,4,0,0,0,1,0.16723525411064472,3,-0.5272050594323712,7,3,1.0798650856845913,0.10807885891133903,-0.7792414085550612,2.421753923866725
3,4,5,2,1,1,3,5,0,1,-0.3608415074474072,2,5,2,2,0,9,-0.1756301196323356,4.0,4,0,5,5,0,0,0,1,0.16723525411064472,2,-0.62503965290817,26,29,-0.046505565716158846,0.14598184939748834,0.3061327510134922,-0.4707251525114065
3,4,2,5,1,2,3,4,0,3,1.4055376185184392,1,3,1,2,0,6,-0.1756301196323356,3.0,4,3,8,8,0,1,0,1,0.16723525411064472,1,-0.6330983676195984,23,23,-0.046505565716158846,0.15545759701902567,0.3236859719229567,-0.49489628685439924
