Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,RepNumber,Deductible,DriverRating,Days_Policy_Accident,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,ClaimSize,Accident_date,claim_date,year_claim,Accident_datetime,claim_datetime,days_btw_claim
1,1,4,3,1,2,1,3,0,2,0.025664663961400897,1,3,1,2,7,-0.17473311238742065,1,4,3,7,6,0,2,0,1,0.1634224655746946,1,-0.8398170635009415,4,16,-0.04954381813333732,0.39496127591234714,0.5115154855732948,-0.3999153881421255
3,1,3,3,1,3,3,1,1,1,-0.12492480266143138,1,3,1,2,4,-0.17473311238742065,4,4,3,6,6,0,1,0,1,0.1634224655746946,1,-0.7892213507942779,3,3,-0.04954381813333732,0.21261951401082316,0.3774102454419619,-0.4962298709381206
11,4,7,2,1,2,1,2,1,2,2.6609803298609656,1,3,1,2,8,-0.17473311238742065,3,4,1,8,9,0,0,0,1,0.1634224655746946,1,-0.7812233943777045,28,9,1.0673650643487038,-0.6362128258755817,-0.53217312240534,-0.15912918115213795
3,3,5,2,1,3,3,4,0,2,0.32684359720706546,2,5,2,2,2,-0.17473311238742065,4,4,0,8,6,0,0,0,1,0.1634224655746946,2,-0.8538645938277213,19,24,-0.04954381813333732,0.16231833831385103,0.31618828799070114,-0.4560988364397893
6,5,3,1,1,1,11,4,0,2,-0.5766932025299282,1,5,2,2,11,-0.17473311238742065,1,4,3,6,5,0,3,0,1,0.1634224655746946,2,-0.7948139503116258,30,22,-0.04954381813333732,-0.1614954802354071,-0.3922372196596012,0.6675701295134863
10,4,6,6,1,2,10,4,0,1,-0.6519879358413444,2,5,2,2,1,-0.17473311238742065,4,4,0,5,5,0,2,0,1,0.1634224655746946,2,0.43921084411481337,27,23,1.0673650643487038,-0.5356104744816373,-1.3717885388797724,2.409257026741064
3,3,1,3,1,2,3,3,0,2,-0.20021953597284753,2,5,2,2,5,-0.17473311238742065,4,4,0,7,6,0,3,0,1,0.1634224655746946,2,-0.5890379832092588,15,16,-0.04954381813333732,0.17489363223809407,0.3395109384483243,-0.48820366403845433
3,3,1,3,1,5,3,3,0,1,-1.1037563357098412,1,5,2,2,2,-0.17473311238742065,2,4,3,5,4,0,0,0,1,0.1634224655746946,2,-0.5988272937185016,15,19,-0.04954381813333732,0.17489363223809407,0.3307649445267156,-0.4641250433394556
8,5,3,2,1,1,10,4,0,1,-0.9531668690870089,1,3,1,2,10,6.407639671848812,4,4,1,7,5,0,3,4,2,0.1634224655746946,1,1.4292290417693807,31,22,-0.04954381813333732,-0.3564125360611742,-0.3018619491363116,-0.07886711215547541
10,3,2,6,1,2,10,4,1,1,0.9292014636983945,2,5,2,2,3,-0.17473311238742065,3,4,0,8,7,0,3,0,1,0.1634224655746946,2,-0.5271839845103717,16,23,-0.04954381813333732,-0.5010284161899691,-0.3047772804435145,-0.4400464226404568
4,3,6,6,1,1,4,3,0,2,-0.27551426928426365,1,5,2,3,7,-0.17473311238742065,3,4,3,7,6,0,1,0,1,0.1634224655746946,2,0.4435287636748851,20,15,1.0673650643487038,0.06171598691990675,-0.8149602592040203,2.4012308198413974
6,3,7,6,1,3,7,1,1,4,0.17625413058423317,1,5,2,1,13,-0.17473311238742065,3,0,1,4,6,0,0,0,1,0.1634224655746946,2,-0.46045233593807017,21,3,-0.04954381813333732,-0.13320106890586028,0.02173982596320924,-0.3999153881421255
8,3,2,6,1,2,9,4,0,2,1.0797909303212267,1,3,1,3,7,-0.17473311238742065,2,4,3,7,7,0,0,0,1,0.1634224655746946,1,-0.3556872477549399,16,23,-0.04954381813333732,-0.3092551838452628,-0.21731734122742777,-0.19123400875080296
3,2,7,2,1,4,4,2,0,2,1.155085663632643,1,4,2,2,12,-0.17473311238742065,3,4,0,7,7,0,3,0,1,0.1634224655746946,3,-0.5743565501617446,14,11,-0.04954381813333732,0.17803745571915483,0.26371232446104914,-0.2714960777474655
7,1,1,5,1,4,7,2,0,2,0.32684359720706546,1,8,3,6,16,-0.17473311238742065,3,4,1,8,6,0,0,0,1,0.1634224655746946,3,-0.5680464682841132,1,11,-0.04954381813333732,-0.16463930371646787,-0.0015828244944138849,-0.41596780194145805
10,5,1,3,1,4,11,2,0,1,0.32684359720706546,2,3,1,2,15,-0.17473311238742065,1,4,1,8,6,0,2,0,1,0.1634224655746946,1,-0.596735270013429,29,11,-0.04954381813333732,-0.5418981214437589,-0.3601685752803694,-0.3918891812424593
10,1,4,5,1,4,10,2,0,1,-0.42610373590709594,1,4,2,2,14,-0.17473311238742065,1,4,3,6,5,0,1,0,1,0.1634224655746946,3,1.3629637748220946,4,11,-0.04954381813333732,-0.46330253441723995,-0.2697933047570798,-0.4400464226404568
9,5,4,1,1,1,10,1,1,2,0.32684359720706546,1,4,2,2,9,-0.17473311238742065,1,4,0,6,6,0,0,0,1,0.1634224655746946,3,-0.18836732207722454,30,1,-0.04954381813333732,-0.4507272404929969,-0.2406399916850509,-0.48820366403845433
6,3,3,2,1,3,6,3,0,1,-0.6519879358413444,2,4,2,2,7,-0.17473311238742065,1,4,1,6,5,0,1,0,1,0.1634224655746946,3,-0.7070574996850078,17,17,-0.04954381813333732,-0.12062577498161725,0.06838512687845548,-0.4962298709381206
10,1,5,6,2,2,10,2,0,2,2.6609803298609656,2,4,2,1,6,-0.17473311238742065,4,4,3,6,9,0,2,4,2,0.1634224655746946,3,1.9166680323349248,5,9,-0.04954381813333732,-0.4664463578983007,-0.263962642142674,-0.4641250433394556
7,4,6,2,1,4,2,4,0,2,2.736275063172382,1,4,2,1,12,-0.17473311238742065,3,4,0,8,9,0,1,0,1,0.1634224655746946,3,-0.6339014351827049,27,25,1.0673650643487038,-0.2463787142240476,-0.6691936938438758,1.2133521986907914
6,2,5,2,1,2,6,2,1,2,0.025664663961400897,1,3,1,2,10,-0.17473311238742065,2,4,4,7,6,0,3,0,1,0.1634224655746946,1,-0.8205221067136523,12,9,1.0673650643487038,-0.10490665757631346,-0.9753034811001793,2.4172832336407297
10,3,5,3,1,3,10,3,0,1,-1.3296405356440897,2,4,2,3,10,-0.17473311238742065,2,4,3,5,4,0,0,0,1,0.1634224655746946,3,1.4570827707364504,19,17,1.0673650643487038,-0.5104598866331513,-1.354296551036555,2.425309440540396
8,2,1,5,2,4,8,2,0,2,-0.9531668690870089,1,5,2,3,13,-0.17473311238742065,2,4,3,7,5,1,0,0,3,0.1634224655746946,2,-0.7787373523719014,8,11,-0.04954381813333732,-0.28410459599677673,-0.09195809501770348,-0.4721512502391218
6,1,5,6,1,2,6,2,0,2,-0.8025774024641766,2,4,2,2,15,-0.17473311238742065,4,4,0,6,5,0,0,0,1,0.1634224655746946,3,0.8890581731642869,5,9,-0.04954381813333732,-0.08289989320888815,0.09170777733607861,-0.4641250433394556
5,3,2,3,1,3,6,1,0,2,1.0044961970098107,1,5,2,3,3,-0.17473311238742065,1,4,0,8,7,0,0,0,1,0.1634224655746946,2,-0.5381839334348986,16,3,-0.04954381813333732,-0.020023423587672975,0.10919976517929596,-0.35175814674412803
5,1,4,6,1,4,5,4,0,1,-0.8025774024641766,1,4,2,2,4,-0.17473311238742065,2,4,3,7,5,0,3,0,1,0.1634224655746946,3,-0.787948479920109,4,25,-0.04954381813333732,0.017702458185056127,0.13543774694412197,-0.3276795260451293
11,1,6,2,1,6,11,1,0,1,-0.8025774024641766,1,3,1,2,11,-0.17473311238742065,4,4,3,6,5,0,0,0,1,0.1634224655746946,1,-0.658379053255269,6,6,-0.04954381813333732,-0.5670487092922449,-0.34559191874435496,-0.4962298709381206
10,3,5,2,1,1,10,4,0,2,0.32684359720706546,1,3,1,2,3,-0.17473311238742065,3,4,3,7,6,0,1,0,1,0.1634224655746946,1,1.5325910050946294,19,22,-0.04954381813333732,-0.5104598866331513,-0.3018619491363116,-0.4721512502391218
10,3,6,2,1,2,10,3,0,2,1.5315593301897237,2,5,2,2,15,-0.17473311238742065,1,4,0,8,8,0,0,0,1,0.1634224655746946,2,0.9727297141350302,20,16,1.0673650643487038,-0.5136037101142121,-1.3513812197293522,2.409257026741064
5,1,4,8,1,4,5,1,0,2,0.7033172637641462,1,3,1,3,9,-0.17473311238742065,1,4,1,8,7,0,1,0,1,0.1634224655746946,1,0.09725867884040731,4,4,-0.04954381813333732,0.017702458185056127,0.19665970439538266,-0.4962298709381206
10,3,6,5,1,5,10,4,0,2,1.8327382634353881,1,3,1,2,13,-0.17473311238742065,1,4,1,8,8,0,3,0,1,0.1634224655746946,1,-0.7790141420872906,20,26,-0.04954381813333732,-0.5136037101142121,-0.3135232743651232,-0.44807262954012306
10,4,6,1,1,5,10,5,0,2,2.284506663303885,2,5,2,4,13,-0.17473311238742065,4,4,0,8,9,0,2,0,1,0.1634224655746946,2,-0.7664037473808064,27,31,-0.04954381813333732,-0.5356104744816373,-0.3280999309011376,-0.4641250433394556
5,3,6,5,2,1,5,3,0,2,-0.9531668690870089,1,5,2,2,6,-0.17473311238742065,3,4,0,6,5,0,0,0,1,0.1634224655746946,2,-0.705788246977053,20,15,1.0673650643487038,-0.03259871751191601,-0.902420198420107,2.4012308198413974
4,3,5,3,2,1,4,3,0,2,-0.049630069350015245,1,5,2,2,9,2.0193911490246568,4,4,1,7,6,0,3,3,1,0.1634224655746946,2,-0.7924896403355993,19,15,1.0673650643487038,0.06485981040096751,-0.8149602592040203,2.409257026741064
4,2,6,3,1,3,4,2,0,2,0.47743306382989775,2,3,1,2,5,-0.17473311238742065,2,4,4,7,7,0,0,0,1,0.1634224655746946,1,0.20398010949557627,13,10,1.0673650643487038,0.08372275128733206,-0.8003836026680059,2.4172832336407297
7,1,6,1,1,1,7,1,0,2,-1.028461602398425,1,4,2,2,6,-0.17473311238742065,1,4,0,7,5,0,1,0,1,0.1634224655746946,3,-0.7012839918569479,6,1,1.0673650643487038,-0.18035842112177167,-1.039440769858643,2.4012308198413974
6,4,6,3,1,6,7,1,0,2,-0.12492480266143138,1,8,3,6,14,-0.17473311238742065,3,4,3,7,6,0,3,0,1,0.1634224655746946,3,-0.7709036607014543,27,6,-0.04954381813333732,-0.15206400979222484,0.012993832041600567,-0.4239940088411243
4,4,6,2,1,3,4,4,0,1,-0.5766932025299282,1,5,2,2,11,-0.17473311238742065,2,4,0,7,5,0,0,0,1,0.1634224655746946,2,1.0831015126837438,27,24,1.0673650643487038,0.03970922255248144,-0.8411982409688463,2.4172832336407297
9,4,6,3,1,1,9,4,0,1,-0.5766932025299282,2,5,2,3,13,-0.17473311238742065,3,4,3,7,5,0,3,0,1,0.1634224655746946,2,1.0613892590487222,27,22,1.0673650643487038,-0.44129577004981463,-1.2814132683564827,2.4012308198413974
5,2,1,6,2,1,5,2,0,2,1.0044961970098107,1,5,2,4,12,-0.17473311238742065,1,4,1,8,7,0,3,0,1,0.1634224655746946,2,1.6789454666439418,8,8,-0.04954381813333732,0.005127164260813093,0.1849983791665711,-0.4962298709381206
4,1,1,5,1,4,4,3,0,2,-0.12492480266143138,1,3,1,6,5,-0.17473311238742065,3,4,3,8,6,0,1,0,1,0.1634224655746946,1,1.2493222394655739,1,18,-0.04954381813333732,0.12144863306006116,0.2433050053106289,-0.3597843536437943
3,1,3,5,1,5,3,1,1,2,-0.42610373590709594,1,3,1,2,3,-0.17473311238742065,2,4,0,6,5,0,0,4,2,0.1634224655746946,1,1.2138765123311683,3,5,-0.04954381813333732,0.21261951401082316,0.3715795828275561,-0.48017745713878807
4,3,2,2,1,2,4,3,1,2,0.47743306382989775,1,3,1,2,9,-0.17473311238742065,4,4,1,7,7,0,0,0,1,0.1634224655746946,1,0.9809946912182145,16,16,-0.04954381813333732,0.07429128084414978,0.2491356679250347,-0.4962298709381206
2,4,6,1,1,1,2,5,0,1,-2.9861246684952447,1,3,1,6,4,-0.17473311238742065,3,4,1,8,1,0,0,0,1,0.1634224655746946,1,0.11107754106244715,27,28,-0.04954381813333732,0.2251948079350662,0.3861562393635705,-0.48820366403845433
2,4,5,3,1,4,3,2,0,2,-0.5766932025299282,1,3,1,2,14,-0.17473311238742065,2,4,4,6,5,0,1,0,1,0.1634224655746946,1,1.8983452768094011,26,11,-0.04954381813333732,0.22833863141612695,0.3540875949843387,-0.3918891812424593
2,3,1,2,1,1,2,3,0,2,-0.12492480266143138,1,3,1,2,2,-0.17473311238742065,2,4,4,7,6,0,0,2,1,0.1634224655746946,1,2.209709103092016,15,15,-0.04954381813333732,0.2629206897077953,0.4240555463572081,-0.4962298709381206
12,4,4,2,1,2,12,4,1,1,-1.1790510690212572,1,3,1,2,11,-0.17473311238742065,3,4,0,3,4,0,0,3,1,0.1634224655746946,1,-0.6404665977784401,25,23,1.0673650643487038,-0.7210960598642222,-1.5496237486191486,2.425309440540396
2,3,5,1,1,2,2,4,1,1,-0.501398469218512,2,5,2,2,2,-0.17473311238742065,1,4,1,5,5,0,0,0,1,0.1634224655746946,2,-0.6325833372308579,19,23,-0.04954381813333732,0.25034539578355225,0.400732895899585,-0.4641250433394556
2,4,5,2,1,1,2,4,0,1,0.32684359720706546,1,5,2,2,9,-0.17473311238742065,1,4,0,7,6,0,3,0,1,0.1634224655746946,2,-0.8261747677901566,26,22,1.0673650643487038,0.22833863141612695,-0.6604476999222672,2.4012308198413974
3,3,5,1,1,5,3,3,0,2,-0.20021953597284753,1,3,1,3,6,-0.17473311238742065,4,4,1,7,6,0,3,0,1,0.1634224655746946,1,-0.12129737496389166,19,19,-0.04954381813333732,0.16231833831385103,0.3307649445267156,-0.4962298709381206
3,4,2,3,1,5,3,4,0,1,-0.42610373590709594,2,5,2,3,7,-0.17473311238742065,4,3,3,5,5,0,0,0,1,0.1634224655746946,2,-0.8306160668181339,23,26,-0.04954381813333732,0.149743044389608,0.3103576253762954,-0.4721512502391218
11,2,2,2,1,4,11,3,0,1,-0.9531668690870089,1,3,1,2,10,-0.17473311238742065,3,4,1,6,5,0,0,0,1,0.1634224655746946,1,-0.7223019193954575,9,18,-0.04954381813333732,-0.5764801797354273,-0.38057589443078965,-0.4239940088411243
6,5,5,5,1,1,7,2,0,2,0.7033172637641462,2,5,2,3,3,-0.17473311238742065,3,4,3,8,7,0,1,0,1,0.1634224655746946,2,1.4853019344911578,30,8,-0.04954381813333732,-0.1614954802354071,0.007163169427194786,-0.4320202157407906
4,2,1,6,1,3,4,2,0,1,-0.3508090025956798,1,3,1,6,11,-0.17473311238742065,2,4,4,7,5,0,2,0,1,0.1634224655746946,1,-0.7513829303423966,8,10,-0.04954381813333732,0.09944186869263585,0.26662765576825204,-0.48017745713878807
3,1,3,5,2,2,3,3,0,2,0.025664663961400897,1,6,3,6,16,-0.17473311238742065,2,4,3,7,6,0,3,0,1,0.1634224655746946,2,-0.7654923313114398,3,16,-0.04954381813333732,0.21261951401082316,0.3395109384483243,-0.3918891812424593
10,3,2,6,1,3,10,3,0,2,0.17625413058423317,1,4,2,6,10,-0.17473311238742065,3,4,1,7,6,0,3,0,1,0.1634224655746946,3,-0.5768487430501119,16,17,-0.04954381813333732,-0.5010284161899691,-0.28728529260029717,-0.48820366403845433
10,3,3,1,1,1,10,4,0,2,-1.4049352689555057,2,5,2,2,11,-0.17473311238742065,4,4,1,5,4,0,1,0,1,0.1634224655746946,2,-0.7370068705233642,17,22,-0.04954381813333732,-0.5041722396710299,-0.3018619491363116,-0.4560988364397893
9,2,7,1,1,4,9,3,0,2,-0.8778721357755928,2,5,2,2,6,-0.17473311238742065,4,4,1,7,5,0,0,0,1,0.1634224655746946,2,-0.8159060502575273,14,18,-0.04954381813333732,-0.40042606479602477,-0.20274068469141332,-0.4641250433394556
6,5,4,2,1,1,7,1,0,2,1.3809698635668914,1,3,1,2,16,-0.17473311238742065,2,4,4,7,8,0,0,0,1,0.1634224655746946,1,-0.4590991417739451,30,1,-0.04954381813333732,-0.1614954802354071,0.02757048857761502,-0.48820366403845433
7,1,5,1,1,2,7,4,0,1,-2.9861246684952447,1,3,1,6,3,-0.17473311238742065,2,4,3,8,1,0,0,0,1,0.1634224655746946,1,-0.6333348303535552,5,23,-0.04954381813333732,-0.1772145976407109,-0.03656680018084857,-0.35175814674412803
6,2,2,6,1,1,6,2,0,2,1.9080329967468044,1,4,2,6,12,-0.17473311238742065,2,4,1,8,8,0,3,0,1,0.1634224655746946,3,-0.6151600578261941,9,8,1.0673650643487038,-0.09547518713313119,-0.9723881497929764,2.4333356474400625
3,4,3,3,1,3,3,4,0,2,-0.3508090025956798,1,3,1,3,7,-0.17473311238742065,2,4,1,6,5,0,0,0,1,0.1634224655746946,1,-0.7784272755273413,24,24,-0.04954381813333732,0.14659922090854724,0.31618828799070114,-0.4962298709381206
3,3,4,8,1,3,3,4,0,2,0.2515488638956493,1,4,2,3,3,-0.17473311238742065,1,4,3,7,6,0,0,0,1,0.1634224655746946,3,-0.44161724807661057,18,24,-0.04954381813333732,0.16546216179491177,0.31618828799070114,-0.44807262954012306
2,3,4,3,1,4,2,3,1,2,-0.8025774024641766,1,5,2,2,7,-0.17473311238742065,3,4,3,7,5,0,1,0,1,0.1634224655746946,2,0.9626885792572766,18,18,-0.04954381813333732,0.25348921926461304,0.41530955243559947,-0.4962298709381206
2,1,6,2,1,1,2,2,0,2,0.10095939727281704,1,4,2,2,6,-0.17473311238742065,4,4,1,7,6,0,0,0,1,0.1634224655746946,3,-0.7611783917342035,6,8,-0.04954381813333732,0.2912151010373421,0.44446286550762837,-0.48017745713878807
2,1,6,8,1,1,2,4,0,2,-0.5766932025299282,1,8,3,6,10,-0.17473311238742065,4,4,0,6,5,0,0,2,2,0.1634224655746946,3,-0.729430792287371,6,22,-0.04954381813333732,0.2912151010373421,0.4036482272067879,-0.3678105605434605
2,1,3,3,2,4,2,1,0,2,1.9080329967468044,1,4,2,6,9,-0.17473311238742065,2,4,1,8,8,0,0,0,1,0.1634224655746946,3,-0.6753891380782667,3,4,-0.04954381813333732,0.3006465714805244,0.4561241907364399,-0.48820366403845433
6,3,6,1,1,1,6,3,0,1,0.10095939727281704,1,4,2,3,2,6.407639671848812,1,4,1,7,6,0,2,0,1,0.1634224655746946,3,0.05303310957053141,20,15,1.0673650643487038,-0.13005724542479952,-0.9927954689433967,2.4012308198413974
11,2,1,5,1,1,11,2,0,1,-1.028461602398425,1,3,1,3,10,-0.17473311238742065,1,4,3,4,5,0,0,0,1,0.1634224655746946,1,0.36403801376469413,8,8,-0.04954381813333732,-0.5733363562543665,-0.35142258135876075,-0.4962298709381206
6,2,1,1,1,2,6,3,0,1,-2.9861246684952447,1,3,1,6,10,-0.17473311238742065,4,4,0,8,1,0,0,0,1,0.1634224655746946,1,-0.7317757258108186,8,16,-0.04954381813333732,-0.09233136365207043,0.07130045818565837,-0.4320202157407906
9,5,4,2,1,5,10,5,0,2,1.4562645968783074,2,5,2,6,9,-0.17473311238742065,2,4,1,8,8,0,0,0,1,0.1634224655746946,2,-0.6543125962470867,30,31,-0.04954381813333732,-0.4507272404929969,-0.3280999309011376,-0.24741745704846674
10,4,4,6,1,4,10,4,0,2,-0.3508090025956798,1,5,2,2,6,-0.17473311238742065,2,4,1,6,5,0,3,4,2,0.1634224655746946,2,-0.5885650888850579,25,25,-0.04954381813333732,-0.5293228275195159,-0.3106079430579203,-0.4962298709381206
10,4,6,6,1,1,10,4,0,2,1.0044961970098107,2,4,2,2,3,-0.17473311238742065,2,2,3,6,7,0,0,0,1,0.1634224655746946,3,1.0283000435696499,27,22,1.0673650643487038,-0.5356104744816373,-1.3688732075725696,2.4012308198413974
5,4,7,2,1,2,5,5,0,2,-0.8778721357755928,1,4,2,1,5,-0.17473311238742065,3,4,1,6,5,0,0,0,1,0.1634224655746946,3,-0.7373419127148025,28,30,-0.04954381813333732,-0.05774930536040208,0.12086109040810751,-0.48017745713878807
10,4,6,1,1,6,10,4,0,2,-1.028461602398425,1,5,2,1,3,-0.17473311238742065,2,4,3,6,5,0,0,0,1,0.1634224655746946,2,-0.7163670413542426,27,27,-0.04954381813333732,-0.5356104744816373,-0.31643860567232607,-0.4962298709381206
9,2,2,8,2,4,9,3,0,2,0.4021383305184816,1,8,3,6,16,6.407639671848812,2,4,0,7,6,0,0,0,1,0.1634224655746946,3,0.5569351182274804,9,18,-0.04954381813333732,-0.384706947390721,-0.20274068469141332,-0.4239940088411243
10,2,5,6,1,2,10,2,0,2,0.7786119970755623,2,4,2,2,15,-0.17473311238742065,2,4,0,7,7,0,1,0,1,0.1634224655746946,3,-0.8492148884258037,12,9,1.0673650643487038,-0.488453122265726,-1.3309739005789318,2.4172832336407297
5,5,3,2,1,3,6,2,0,2,0.025664663961400897,1,5,2,2,6,-0.17473311238742065,2,4,1,7,6,0,1,0,1,0.1634224655746946,2,0.9736711609839751,31,10,-0.04954381813333732,-0.06718077580358435,0.08879244602887572,-0.41596780194145805
7,2,6,5,1,4,7,2,0,2,1.60685406350114,1,8,3,6,7,-0.17473311238742065,1,4,3,8,8,0,3,0,1,0.1634224655746946,3,-0.7751235279571204,13,11,1.0673650643487038,-0.202365185489197,-1.0685940829306717,2.425309440540396
10,1,3,3,2,4,10,1,0,1,-1.028461602398425,1,5,2,2,3,-0.17473311238742065,1,4,3,6,5,0,3,0,1,0.1634224655746946,2,2.2272394802166215,3,4,-0.04954381813333732,-0.4601587109361792,-0.24938598560665956,-0.48820366403845433
9,1,5,1,1,4,9,3,0,2,0.025664663961400897,1,5,2,2,9,-0.17473311238742065,1,4,3,6,6,0,0,0,1,0.1634224655746946,2,-0.748142500680925,5,18,-0.04954381813333732,-0.372131653466478,-0.20274068469141332,-0.3918891812424593
10,4,7,6,1,4,10,4,1,1,-0.6519879358413444,1,5,2,1,3,-0.17473311238742065,3,4,0,7,5,0,0,0,1,0.1634224655746946,2,-0.3800953970361905,28,25,1.0673650643487038,-0.5387542979626981,-1.3776192014941782,2.4172832336407297
2,1,5,4,2,1,2,1,0,2,-0.8025774024641766,1,3,1,4,5,-0.17473311238742065,3,4,3,6,5,0,3,4,2,0.1634224655746946,1,-0.7502084735892549,5,1,1.0673650643487038,0.2943589245184029,-0.5992257424710065,2.4012308198413974
10,4,1,2,1,2,10,4,0,1,-0.9531668690870089,1,4,2,2,7,-0.17473311238742065,2,3,0,6,5,0,0,0,1,0.1634224655746946,3,-0.5982889105858229,22,23,-0.04954381813333732,-0.5198913570763336,-0.3047772804435145,-0.48820366403845433
5,1,2,1,2,3,5,5,0,1,-2.9861246684952447,1,4,2,6,2,-0.17473311238742065,3,4,1,8,1,0,0,0,1,0.1634224655746946,3,-0.7998102760368673,2,31,-0.04954381813333732,0.023990105147177646,0.11794575910090462,-0.2634698708477992
5,1,3,3,1,5,5,1,0,2,-0.501398469218512,2,5,2,2,8,-0.17473311238742065,1,4,0,7,5,0,3,0,1,0.1634224655746946,2,0.19814292194214575,3,5,-0.04954381813333732,0.020846281666116885,0.19374437308817977,-0.48017745713878807
10,4,1,3,1,3,10,4,0,2,0.4021383305184816,1,4,2,2,4,-0.17473311238742065,1,4,0,7,6,0,3,0,1,0.1634224655746946,3,-0.6775213234283173,22,24,-0.04954381813333732,-0.5198913570763336,-0.3076926117507174,-0.48017745713878807
9,2,4,2,1,2,9,2,0,2,0.4021383305184816,1,5,2,3,15,-0.17473311238742065,4,4,3,7,6,1,0,2,3,0.1634224655746946,2,-0.667905684897358,11,9,1.0673650643487038,-0.3909945943528425,-1.2435139613628452,2.425309440540396
5,1,5,7,1,2,5,2,0,2,-0.12492480266143138,1,5,2,3,5,-0.17473311238742065,1,4,0,7,6,0,3,0,1,0.1634224655746946,2,-0.564117501592072,5,9,-0.04954381813333732,0.01455863470399537,0.1820830478593682,-0.4641250433394556
7,4,3,2,1,4,8,1,0,2,0.10095939727281704,1,3,1,3,4,-0.17473311238742065,4,4,3,6,6,0,3,0,1,0.1634224655746946,1,1.9347624815723297,24,4,-0.04954381813333732,-0.23694724378086532,-0.07155077586728326,-0.4079415950417918
7,3,4,5,1,1,7,4,1,2,1.2303803969440592,1,4,2,2,4,-0.17473311238742065,3,4,1,6,8,0,3,0,1,0.1634224655746946,3,-0.7623036414268317,18,22,-0.04954381813333732,-0.21808430289450076,-0.03365146887364568,-0.4641250433394556
12,2,7,1,1,3,2,3,0,1,-2.9861246684952447,1,7,3,6,12,-0.17473311238742065,3,4,3,8,1,0,0,0,1,0.1634224655746946,1,-0.7735843600495834,14,17,1.0673650643487038,-0.6865140015725538,-0.6458710433862527,0.025473577540185886
2,4,1,5,1,3,2,4,0,1,0.47743306382989775,1,8,3,6,13,-0.17473311238742065,1,4,3,8,7,0,1,0,1,0.1634224655746946,3,2.439085644776616,22,24,-0.04954381813333732,0.24091392534036998,0.3978175645923821,-0.48017745713878807
4,2,5,1,2,2,4,2,0,2,0.5527277971413138,1,4,2,2,11,-0.17473311238742065,3,4,0,8,7,0,1,0,1,0.1634224655746946,3,-0.5505103020935651,12,9,1.0673650643487038,0.08686657476839282,-0.797468271360803,2.4172832336407297
10,4,2,1,1,4,10,4,0,2,0.17625413058423317,2,4,2,2,15,-0.17473311238742065,4,4,0,7,6,0,0,0,1,0.1634224655746946,3,-0.6094856877524043,23,25,-0.04954381813333732,-0.5230351805573944,-0.3106079430579203,-0.48017745713878807
5,4,3,2,1,2,6,2,1,1,0.17625413058423317,1,3,1,2,8,-0.17473311238742065,3,4,4,5,6,0,1,0,1,0.1634224655746946,1,-0.5341833270518155,24,9,-0.04954381813333732,-0.045174011436159046,0.09170777733607861,-0.3678105605434605
6,3,1,6,1,1,6,3,0,2,-0.3508090025956798,1,5,2,2,2,-0.17473311238742065,1,4,0,6,5,0,0,0,1,0.1634224655746946,2,2.0913791479550854,15,15,-0.04954381813333732,-0.11433812801949574,0.07421578949286127,-0.4962298709381206
8,5,1,12,2,5,9,1,0,2,0.4021383305184816,1,5,2,6,7,-0.17473311238742065,3,4,0,7,6,0,3,0,1,0.1634224655746946,2,-0.5022378139130639,29,5,-0.04954381813333732,-0.35012488909905265,-0.16484137769777574,-0.4400464226404568
10,4,3,3,1,4,11,2,1,2,-0.5766932025299282,1,5,2,2,7,-0.17473311238742065,4,4,3,6,5,0,3,0,1,0.1634224655746946,2,-0.7257294082502052,24,11,-0.04954381813333732,-0.5261790040384551,-0.3601685752803694,-0.35175814674412803
11,1,5,5,1,2,11,2,0,2,0.4021383305184816,1,3,1,5,12,-0.17473311238742065,1,4,4,7,6,0,1,0,1,0.1634224655746946,1,-0.5405172888264608,5,9,-0.04954381813333732,-0.5639048858111843,-0.35433791266596365,-0.4641250433394556
2,4,4,6,1,3,3,1,0,2,-0.8025774024641766,1,5,2,2,2,-0.17473311238742065,3,4,1,4,5,0,2,0,1,0.1634224655746946,2,-0.017130369655974947,25,3,-0.04954381813333732,0.23148245489718772,0.3774102454419619,-0.44807262954012306
4,1,2,6,1,2,4,1,0,2,2.5103908632381335,2,4,2,6,1,6.407639671848812,1,4,1,8,9,0,2,0,1,0.1634224655746946,3,-0.8365020996154566,2,2,-0.04954381813333732,0.1183048095790004,0.28995030622587514,-0.4962298709381206
4,1,4,6,1,3,4,2,0,2,-0.42610373590709594,1,5,2,2,15,-0.17473311238742065,4,4,0,7,5,0,3,0,3,0.1634224655746946,2,1.0574794686376165,4,10,-0.04954381813333732,0.11201716261687888,0.26662765576825204,-0.44807262954012306
10,4,3,6,1,5,12,1,0,2,-0.6519879358413444,1,5,2,3,5,-0.17473311238742065,3,4,4,7,5,0,3,0,1,0.1634224655746946,2,-0.45247174671932505,24,5,-0.04954381813333732,-0.5261790040384551,-0.43013652665323876,-0.15912918115213795
